,id,name,한줄평,순위,분류열,긍정확률,부정확률,평점
41,8271956,시간가게,29,686, 국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 창작동화    국내도서    어린이    5 6학년    5 6학년 그림 동화책    5 6학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화    국내도서    YES24 올해의 책    2013년 올해의 책 후보도서     문학동네어린이문학상수상작 ,0.8540862788414133,0.1459137211585867,4.724137931034483
270,89326029,꽝없는뽑기기계,30,687, 국내도서    어린이    1 2학년    1 2학년 그림 동화책    1 2학년 창작동화    국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화    국내도서    YES24 올해의 책    2020년 올해의 책 후보도서     비룡소문학상     다시보는2020     2020문학나눔어린이선정도서     어린시절추억     상실     무료배송쿠폰도서 ,0.8808389137188594,0.11916108628114065,4.733333333333333
134,53802600,봉제인형살인사건,30,688, 국내도서    소설 시 희곡    장르소설    공포 스릴러    국내도서    소설 시 희곡    영미소설    영미 장편소설     무서운게딱좋아     반전     심리묘사     책끝을접다 ,0.7858164062102636,0.21418359378973642,4.566666666666666
20,3248548,[예스리커버]책과노니는집,30,689, 국내도서    어린이    5 6학년    5 6학년 그림 동화책    5 6학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화    국내도서    어린이    교과서수록도서    5학년1학기    국어5 나    국내도서    어린이    교과서수록도서    5학년2학기    국어5 가    국내도서    어린이    창작동화 수상작    국내도서    어린이    교과서 수록도서    국내도서    기관 추천 도서    한국문화예술위선정 우수문학    2009년 2분기    국내도서    행복한아침독서 책둥이 추천    2009 어린이 고학년 추천도서    국내도서    YES24 올해의 책    2009년 올해의 책 후보도서     예스리커버     무료배송쿠폰도서     문학동네어린이문학상수상작     초등교과서수록도서     문학으로보는역사     조선 ,0.8204262634118398,0.1795737365881602,4.9
512,97963041,체인소맨5,30,692, 국내도서    만화 라이트노벨    액션     다크판타지 ,0.8358394622802734,0.16416053771972655,4.9
315,91227900,강남사장님,29,693, 국내도서    어린이    1 2학년    1 2학년 그림 동화책    1 2학년 창작동화    국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화     황금도깨비상     고양이     성장물     유튜버     무료배송쿠폰도서 ,0.8663793493961466,0.13362065060385342,4.793103448275862
241,84934333,2021기분파지게차운전기능사필기,17,694, 국내도서    수험서 자격증    한국산업인력공단    기계분야    굴착 성토 정지용    국내도서    수험서 자격증    한국산업인력공단    기계분야 ,0.6175379349904901,0.3824620650095098,4.705882352941177
83,20153550,초등필수영단어무작정따라하기,30,695, 국내도서    어린이    1 2학년    1 2학년 영어    어휘 단어    국내도서    어린이    3 4학년    3 4학년 영어    어휘 단어    국내도서    어린이    어린이 초등학생     영어    어휘 단어    국내도서    초등참고서    영어    단어 초등      초등영단어     초등영어     영어공부 ,0.655796762307485,0.34420323769251504,4.533333333333333
3,204300,호밀밭의파수꾼,30,696, 국내도서    소설 시 희곡    테마소설    성장소설 가족소설    국내도서    소설 시 희곡    고전문학    서양 고전문학    국내도서    소설 시 희곡    영미소설    영미 장편소설     빌게이츠추천     요즘책방 책읽어드립니다     20세기고전     빨간책방 ,0.825364331404368,0.17463566859563193,4.766666666666667
275,89643276,"알로하,나의엄마들",30,697, 국내도서    소설 시 희곡    한국소설    한국 장편소설    국내도서    미디어 추천    동아일보    국내도서    미디어 추천    한겨레    국내도서    미디어 추천    경향신문    국내도서    YES24 올해의 책    2020년 올해의 책 후보도서    국내도서    YES24 올해의 책    2020년 올해의 책 선정도서     다시보는2020     올해의책     은유작가추천     문학으로보는역사     연대     이민자의삶     가족소설     여성서사 ,0.8083884845177333,0.19161151548226674,4.866666666666666
39,8115949,5학년5반아이들,16,698, 국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 창작동화    국내도서    어린이    5 6학년    5 6학년 그림 동화책    5 6학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화    국내도서    행복한아침독서 추천    2014년    어린이 고학년 추천도서    국내도서    기관 추천 도서    한국문화예술위선정 우수문학    2013년 상반기    국내도서    유아 어린이 추천도서    행복한아침독서 추천 ,0.8292957674711943,0.17070423252880573,5.0
28,4827619,페스트,30,699, 국내도서    소설 시 희곡    프랑스소설     KBS2TV북유럽     노벨상수상자     20세기고전     노벨문학상수상작가     고전읽기     장소적제약과인간     김영하의책읽는시간 ,0.7712569385766983,0.2287430614233017,4.9
206,74298443,흔한남매1,30,700, 국내도서    어린이    1 2학년    1 2학년 만화 애니메이션    1 2학년 만화일반    국내도서    어린이    3 4학년    3 4학년 만화 애니메이션    3 4학년 만화일반    국내도서    어린이    학습만화 코믹스    만화일반    국내도서    YES24 올해의 책    2019년 올해의 책 후보도서    국내도서    YES24 올해의 책    2019년 올해의 책 선정도서     올해의책     무료배송쿠폰도서     소셜미디어     말장난     남매 ,0.7779513825972875,0.2220486174027125,4.5
418,96651207,일본인들이증언하는한일역전,2,702, 국내도서    사회 정치    정치 외교    외교 국제정치    국내도서    역사    동양사 동양문화    일본역사 문화    일본사 일본문화 일반    국내도서    미디어 추천    중앙일보    국내도서    미디어 추천    한겨레     일본을분석하다  ,0.9150517582893372,0.08494824171066284,5.0
381,95529686,2021김중규여다나압축선행정학,30,703, 국내도서    수험서 자격증    공무원    행정학    7 9급 기본서    국내도서    수험서 자격증    공무원    기능직 일반직전환    행정학개론 9급필수     국내도서    수험서 자격증    공무원    직군별 문제집    교육행정직    행정학    7 9급 기본서 ,0.8476315488417944,0.15236845115820566,4.833333333333333
520,98191436,대전환의시대,8,704, 국내도서    경제 경영    경제    각국 경제 경제사 전망    경제전망 ,0.6070871539413929,0.3929128460586071,4.5
475,97546858,공원에서,28,705, 국내도서    유아    0 3세    1 3세 다른나라 그림책    국내도서    유아    4 6세    4 6세 다른나라 그림책    국내도서    유아    유아 그림책    유아 그림 동화책     아이와함께읽기좋은책     가치그림책     인성그림책 ,0.9230411297508648,0.07695887024913516,4.964285714285714
402,96024562,베서니와괴물의묘약,23,706, 국내도서    어린이    5 6학년    5 6학년 그림 동화책    5 6학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화 ,0.8613108759341033,0.13868912406589673,4.913043478260869
323,91469815,만화나혼자만레벨업3,30,707, 국내도서    만화 라이트노벨    웹툰     다음 카카오 연재     국내도서    만화 라이트노벨    웹툰     국내도서    만화 라이트노벨    판타지 ,0.8369958301385244,0.16300416986147562,4.966666666666667
164,63693707,리버보이,10,708, 국내도서    소설 시 희곡    영미소설    영미 장편소설    국내도서    청소년    청소년 문학    국내도서    해외문학상 수상작    카네기메달 수상작 ,0.8199604779481888,0.18003952205181123,4.8
139,56898199,백년목,30,709, 국내도서    건강 취미    건강에세이 건강기타    국내도서    건강 취미    질병과 치료법    국내도서    YES24 올해의 책    2018년 올해의 책 후보도서     새해결심     아프지말고     목건강     병원과의사를의심하자     생활습관     바른자세     건강하게오래살기 ,0.7910208563009898,0.20897914369901022,4.633333333333334
130,45504538,어느채식의사의고백,29,710, 국내도서    건강 취미    건강에세이 건강기타    국내도서    건강 취미    질병과 치료법    국내도서    건강 취미    다이어트 미용    다이어트    국내도서    건강 취미    다이어트 미용     새해결심     의사가알려주는건강법     건강한식사     식단     채식주의 ,0.7618927565114252,0.23810724348857484,4.689655172413794
690,100461104,대답하세요!프라임미니스터8,1,711, 국내도서    만화 라이트노벨    판타지 ,0.5293341279029846,0.4706658720970154,5.0
484,97651046,진짜부자들의돈쓰는법,3,713, 국내도서    경제 경영    투자 재테크    재테크일반     재테크는절약부터 ,0.5164412955443064,0.48355870445569354,5.0
409,96377056,2021심우철실전동형모의고사SEASON1,30,714, 국내도서    수험서 자격증    공무원    영어    문제집 모의고사     국내도서    수험서 자격증    공무원    영어     공무원영어     공무원대표강사     공무원모의고사     실전모의고사 ,0.7685040225585301,0.23149597744146982,4.9
263,87661447,"하루5분,엄마의언어자극",23,715, 국내도서    가정 살림    육아    성장발달    국내도서    가정 살림    육아    육아법 육아일기     언어치료     아이잠재력키우기 ,0.8235038026519443,0.17649619734805563,4.695652173913044
25,3800181,스즈키바이올린교본2,30,716, 국내도서    예술    음악    악기 악보집    현악기 관악기악보    국내도서    예술    음악    음악이론 비평     악기 ,0.7364598174889883,0.26354018251101174,4.833333333333333
628,99152661,[예스리커버]햄릿·로미오와줄리엣,2,717, 국내도서    소설 시 희곡    고전문학    서양 고전문학     예스리커버     불멸의고전     예쁜표지     소장욕구 ,0.6383620649576187,0.3616379350423813,5.0
515,97981719,한달에7kg빠지는다이어트레시피,9,718, 국내도서    가정 살림    요리    상황별요리    다이어트요리     저탄수화물레시피     건강하게다이어트     유튜버의책 ,0.688549088107215,0.31145091189278495,4.5555555555555545
449,97247006,오픽노잼,10,719, 국내도서    국어 외국어 사전    영어    OPIC G TELP ESPT외 기타 영어어학시험 ,0.5209774553775788,0.4790225446224213,4.2
256,86545684,지적대화를위한넓고얕은지식2,30,720, 국내도서    인문    인문 교양    교양으로 읽는 인문     방탄책방      방탄RM이추천한책 ,0.7334636678298314,0.26653633217016853,4.766666666666667
426,96792346,2021해커스전산회계1급이론+실기+기출문제,9,721, 국내도서    수험서 자격증    경제 금융 회계 물류    세무 회계 세무사회     전산회계1급     분철 ,0.7677142752541436,0.2322857247458564,4.5555555555555545
187,69747499,100인생그림책,30,722, 국내도서    에세이    독서 에세이    국내도서    에세이    그림 에세이    국내도서    에세이    외국 에세이    국내도서    유아    100세 그림책    다른나라 그림책    국내도서    행복한아침독서 책둥이 추천    2020년    부모 교사용    국내도서    미디어 추천    동아일보    국내도서    미디어 추천    경향신문    국내도서    YES24 올해의 책    2019년 올해의 책 후보도서     예쁜표지     일상의아름다움     공감라이프     마음을위로하는그림책     그림이예쁜에세이 ,0.8677147040764491,0.13228529592355093,4.866666666666666
181,68749139,철학은어떻게삶의무기가되는가,30,723, 국내도서    인문    철학 사상    쉽게 읽는 철학 대중철학    국내도서    미디어 추천    조선일보    국내도서    미디어 추천    동아일보    국내도서    YES24 올해의 책    2019년 올해의 책 후보도서     랜덤북자판기      독서모임_리트스터디     교양을쌓을교양     유튜브셀러     철학자의인생론     생활철학     실용철학서 ,0.6047175834576289,0.3952824165423711,4.266666666666667
145,58389738,가상화폐실전매매차트기술,11,724, 국내도서    경제 경영    경제    국제경제 금융 화폐     코린이 ,0.5861893187869679,0.4138106812130321,4.727272727272728
61,12988594,민들레는민들레,28,725, 국내도서    유아    4 6세    4 6세 우리나라 그림책    국내도서    유아    누리과정 생활주제    동식물과 자연    국내도서    유아    누리과정 생활주제    계절    국내도서    유아    100세 그림책    우리나라 그림책    국내도서    유아 어린이 추천도서    어린이문학상 수상작    볼로냐 라가치 상    국내도서    세종도서_ 구 문화체육관광부 우수도서    2014년 문학나눔     계절그림책     볼로냐라가치상수상작     무료배송쿠폰도서     좋아서하는그림책연구회추천     책읽아웃 ,0.8888450307505471,0.11115496924945287,4.892857142857143
577,98983458,"우연히,웨스앤더슨",3,726, 국내도서    예술    사진    사진집    국내도서    여행    여행에세이    국내도서    에세이    여행 에세이    국내도서    미디어 추천    조선일보    국내도서    미디어 추천    동아일보     SNS화제     테마가있는여행     방구석여행     떠나고싶다면      예쁜표지 ,0.9634032249450684,0.03659677505493164,5.0
519,98150244,수학도둑81,3,727, 국내도서    어린이    1 2학년    1 2학년 만화 애니메이션    1 2학년 학습만화    국내도서    어린이    3 4학년    3 4학년 만화 애니메이션    3 4학년 학습만화    국내도서    어린이    5 6학년    5 6학년 만화 애니메이션    5 6학년 학습만화    국내도서    어린이    학습만화 코믹스    학습만화 ,0.943379799524943,0.05662020047505697,5.0
86,21631904,이게정말나일까?,30,728, 국내도서    어린이    1 2학년    1 2학년 그림 동화책    1 2학년 창작동화    국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화    국내도서    행복한아침독서 책둥이 추천    2016년    초등학교 도서관용    국내도서    행복한아침독서 책둥이 추천    2016년    초등 저학년용    국내도서    미디어 추천    한겨레     자기소개     상상력 ,0.819221485654513,0.18077851434548695,4.766666666666667
35,6612337,엄마사용법,23,729, 국내도서    어린이    1 2학년    1 2학년 그림 동화책    1 2학년 창작동화    국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화    국내도서    행복한아침독서 추천    2013년    어린이 중학년 추천도서    국내도서    미디어 추천    한겨레    국내도서    YES24 올해의 책    2012년 올해의 책 후보도서     창비좋은어린이책 ,0.8117009660472041,0.18829903395279593,4.782608695652174
31,5278501,해리엇,26,730, 국내도서    어린이    5 6학년    5 6학년 그림 동화책    5 6학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화    국내도서    기관 추천 도서    한국문화예술위선정 우수문학    2011년 3분기 ,0.8313378336337897,0.16866216636621034,4.730769230769232
635,99187023,2021오직간호대생을위한간호사면접,2,732, 국내도서    수험서 자격증    보건 위생 의학    간호사    국내도서    대학교재    의약학 간호 계열    간호학    간호사시험 ,0.789554238319397,0.21044576168060303,4.5
606,99110088,2021공단기360공통과목모의고사Vol.5(04월호),2,733, 국내도서    수험서 자격증    공무원    국어 한문     문제집 모의고사     국내도서    수험서 자격증    공무원    영어    문제집 모의고사     국내도서    수험서 자격증    공무원    영어    국내도서    수험서 자격증    공무원    한국사    문제집 모의고사 ,0.3422674387693405,0.6577325612306595,4.5
422,96674063,2021최신판위포트신헌의PSATforNCS수리.자료해석실전300제,5,734, 국내도서    수험서 자격증    취업 상식 적성검사    공사 공단 NCS    국내도서    수험서 자격증    취업 상식 적성검사    기업별 직무적성검사     분철 ,0.8841023325920105,0.1158976674079895,5.0
258,86895470,나의서툰위로가너에게닿기를,5,736, 국내도서    에세이    그림 에세이 ,0.9450769782066345,0.05492302179336548,5.0
435,97032664,기록하기로했습니다,30,738, 국내도서    에세이    한국 에세이     오늘을기록하기      자기기록     좋은책은발견되어야한다  ,0.8467491954565048,0.15325080454349518,4.833333333333333
356,93538678,비밀의보석가게마석관1,30,739, 국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 창작동화    국내도서    어린이    5 6학년    5 6학년 그림 동화책    5 6학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화     초등미스터리     판타지 ,0.8361800452073415,0.16381995479265848,4.6
345,92729469,"안녕,소중한사람",24,740, 국내도서    에세이    한국 에세이     잠못드는당신에게     다정한말들     일상을위로하다     나를사랑하는나에게 ,0.7941857179005941,0.20581428209940592,4.666666666666667
333,92285599,"나는풍요로웠고,지구는달라졌다",30,741, 국내도서    자연과학    과학    재미있는 과학이야기    국내도서    자연과학    지구과학    기상학 기후    국내도서    사회 정치    생태 환경    환경문제    국내도서    미디어 추천    동아일보    국내도서    미디어 추천    한겨레    국내도서    미디어 추천    경향신문    국내도서    YES24 올해의 책    2020년 올해의 책 후보도서     과학_물화생지     새해결심     다시보는2020     환경지킴이     인간과자연     여성과학자     과학에세이 ,0.8179722944895427,0.18202770551045735,4.633333333333334
310,91165789,비전공자를위한이해할수있는IT지식,30,742, 국내도서    IT 모바일    컴퓨터 공학    컴퓨터 교육    국내도서    YES24 올해의 책    2020년 올해의 책 후보도서     다시보는2020 ,0.6141743103663126,0.38582568963368735,4.633333333333334
230,80742923,일의기쁨과슬픔,30,743, 국내도서    소설 시 희곡    한국소설    한국 단편소설    국내도서    미디어 추천    중앙일보    국내도서    미디어 추천    한겨레    국내도서    YES24 올해의 책    2020년 올해의 책 후보도서    국내도서    YES24 올해의 책    2020년 올해의 책 선정도서     다시보는2020     올해의책     영화드라마원작     드라마원작     MD의구매리스트     책읽아웃     공감라이프     직장인공감     첫번째소설 ,0.7882869174083074,0.2117130825916926,4.8
224,78860364,루팡의딸,30,744, 국내도서    소설 시 희곡    장르소설    추리 미스터리    국내도서    소설 시 희곡    일본소설    일본 장편소설 ,0.7489034553368886,0.2510965446631114,4.566666666666666
46,8871301,오월의달리기,20,745, 국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 창작동화    국내도서    어린이    3 4학년    3 4학년 학습    3 4학년 역사 지리    국내도서    어린이    5 6학년    5 6학년 그림 동화책    5 6학년 창작동화    국내도서    어린이    5 6학년    5 6학년 학습    5 6학년 역사 지리    국내도서    어린이    어린이 문학    그림 동화책    창작동화    국내도서    어린이    초등학습    한국사 세계사 지리    국내도서    행복한아침독서 추천    2014년    어린이 고학년 추천도서    국내도서    기관 추천 도서    한국문화예술위선정 우수문학    2013년 하반기    국내도서    유아 어린이 추천도서    행복한아침독서 추천     무료배송쿠폰도서 ,0.877557960152626,0.12244203984737397,4.85
694,101309266,변덕쟁이오렌지로드7,1,746, 국내도서    만화 라이트노벨    판타지 ,0.991582989692688,0.008417010307312012,5.0
538,98485687,2021에듀윌공인중개사2차핵심요약집,30,747, 국내도서    수험서 자격증    공인중개 주택관리    공인중개사    단기완성    국내도서    수험서 자격증    공인중개 주택관리    공인중개사    핵심요약    국내도서    수험서 자격증    공인중개 주택관리    공인중개사 ,0.6790380915006001,0.3209619084993998,4.9
445,97187445,"2021에듀윌답만보는운전면허필기시험1종,2종공통",16,748, 국내도서    수험서 자격증    경제 금융 회계 물류    운전면허 화물운송  ,0.670367419719696,0.32963258028030396,5.0
60,12901038,파닉스무작정따라하기,29,749, 국내도서    어린이    예비 초등학생    국내도서    어린이    3 4학년    3 4학년 영어    영어일반    국내도서    어린이    5 6학년    5 6학년 영어    영어일반    국내도서    어린이    어린이 초등학생     영어    영어일반     ABC     초등영어     영어공부 ,0.7403379853429466,0.25966201465705346,4.689655172413794
108,32843375,기적의한글학습1,30,750, 국내도서    유아    4 6세    국내도서    유아    유아 학습    유아 한글 말배우기     무료배송쿠폰도서     홈스쿨링     한글공부 ,0.7476038803656896,0.2523961196343104,4.666666666666667
335,92357625,명랑한은둔자,30,751, 국내도서    에세이    여성 에세이    국내도서    에세이    외국 에세이    국내도서    미디어 추천    조선일보    국내도서    미디어 추천    한겨레     좋은책은발견되어야한다      작가의삶 ,0.7509869734446207,0.24901302655537924,4.6
312,91182600,빵이되고싶은토끼,5,752, 국내도서    유아    4 6세    4 6세 다른나라 그림책    국내도서    어린이    어린이 문학    그림 동화책    창작동화    국내도서    어린이    1 2학년    1 2학년 그림 동화책    1 2학년 창작동화    국내도서    미디어 추천    동아일보     EBS당신의문해력 ,0.8684929013252258,0.13150709867477417,4.8
459,97294660,빅데이터부동산투자2021대전망,30,753, 국내도서    경제 경영    투자 재테크    부동산 경매 ,0.6499633510907491,0.3500366489092509,4.866666666666666
261,87530722,신기한똥도감,2,754, 국내도서    유아    유아 학습    유아 과학 환경    국내도서    어린이    1 2학년    1 2학년 학습    1 2학년 과학 환경    국내도서    어린이    초등학습    과학 환경     아이들시선집중     하나만판다 ,0.946683943271637,0.05331605672836303,5.0
218,77264055,읽으면서바로써먹는어린이맞춤법,30,755, 국내도서    어린이    1 2학년    1 2학년 학습    1 2학년 한글 국어 사전    국내도서    어린이    3 4학년    3 4학년 학습    3 4학년 한글 국어 사전    국내도서    어린이    초등학습    한글 국어 사전     맞춤법틀리지마     초등국어     초등어휘 ,0.8233528633912405,0.17664713660875955,4.933333333333334
159,62183010,읽으면서바로써먹는어린이관용구,30,756, 국내도서    어린이    3 4학년    3 4학년 학습    3 4학년 글짓기 독서    국내도서    어린이    초등학습    논리 논술 사고력     초등국어     초등어휘 ,0.877251164118449,0.12274883588155111,4.866666666666666
111,34763422,알면서도알지못하는것들(YES24스페셜에디션),30,757, 국내도서    자기계발    처세술 삶의 자세    국내도서    자기계발    성공학 경력관리     삶을바꿀이야기     성공과성장     관계     톱클래스의비밀 ,0.7171269635359446,0.28287303646405537,4.8
648,99302330,열세살말공부,11,758, 국내도서    청소년    청소년 생활 자기관리     대화의기술     청소년     십대     말예쁘게하는사람이좋더라     말의힘 ,0.8800551755861803,0.11994482441381975,4.909090909090909
494,97677118,진짜하루만에끝내는이모티콘,2,759, 국내도서    IT 모바일    그래픽 디자인 멀티미디어    그래픽일반 자료집    국내도서    IT 모바일    그래픽 디자인 멀티미디어    캐릭터 애니메이션 ,0.6972052454948425,0.30279475450515747,5.0
370,94772082,햇살콩한줌묵상365(탁상용캘린더),15,760, 국내도서    종교    기독교 개신교     신앙생활    기도 묵상     2021신축년  ,0.9035462498664856,0.0964537501335144,4.733333333333333
283,89941779,해커스공무원국어비문학독해333,30,761, 국내도서    수험서 자격증    공무원    국어 한문     어휘 어법 문법 비문학     국내도서    수험서 자격증    공무원    경찰공무원 승진     승진시험    국내도서    수험서 자격증    공무원    경찰공무원 승진     국내도서    수험서 자격증    공무원    군무원 부사관    국어    국내도서    수험서 자격증    공무원    소방공무원 승진     소방직 ,0.7672822147607803,0.23271778523921965,4.866666666666666
211,74624240,영단기토익실전1000제1RC,30,762, 국내도서    국어 외국어 사전    영어    토익 TOEIC    독해 문법 RC    국내도서    국어 외국어 사전    영어    토익 TOEIC    기출문제 모의고사     가성비좋은 ,0.7197735577821731,0.28022644221782683,4.8
67,15280734,바삭바삭갈매기,30,764, 국내도서    유아    4 6세    4 6세 우리나라 그림책    국내도서    유아    유아 그림책    유아 창작동화    국내도서    행복한아침독서 책둥이 추천    2016년    5 7세용     섬세한시선     상상력 ,0.8289376646280289,0.17106233537197113,4.9
444,97164069,디앤서,30,765, 국내도서    경제 경영    투자 재테크    주식 증권    국내도서    미디어 추천    조선일보     유튜버의책     해외주식은어떨까     미국주식     주린이힘내힘내      주식투자입문     주식초보     돈모으고싶을때     돈구경시켜드릴게     주식투자 ,0.8134418666362763,0.18655813336372376,4.866666666666666
576,98981214,똑똑하게생존하기,6,766, 국내도서    자기계발    처세술 삶의 자세 ,0.7597441126902899,0.24025588730971018,4.166666666666667
550,98808093,아이가원하는세상의모든그림그리기,6,767, 국내도서    가정 살림    육아    놀이로 키우기    국내도서    가정 살림    자녀교육    놀이교육    국내도서    유아    4 6세    미술 워크북    국내도서    유아    유아 토이북    만들기 색칠하기 종이접기     드로잉     아이랑뭐하고놀지      그림초보 ,0.941553016503652,0.05844698349634806,4.833333333333333
440,97123858,새로운가난이온다,17,768, 국내도서    사회 정치    사회비평 비판    빈곤 불평등문제    국내도서    사회 정치    사회비평 비판    노동문제    국내도서    사회 정치    사회학    사회학일반    국내도서    인문    독서 비평    인문 비평      가난과빈곤      인공지능     코로나19 ,0.8267908271621255,0.17320917283787446,5.0
376,95150876,2021시나공워드프로세서실기,17,769, 국내도서    IT 모바일    컴퓨터 수험서    워드프로세서     분철 ,0.8010289458667531,0.19897105413324692,5.0
304,90977511,만남은지겹고이별은지쳤다,24,770, 국내도서    에세이    한국 에세이     잠못드는당신에게     나를사랑하는나에게     사랑하기어려울때     SNS감성작가 ,0.8020830067495505,0.1979169932504495,4.458333333333333
284,89969235,공간이만든공간,30,771, 국내도서    인문    주제로 읽는 인문학     공간   도시    국내도서    미디어 추천    조선일보    국내도서    미디어 추천    중앙일보     가까운곳에서만나는인문학      사람과건축     공간의의미 ,0.8469368368387222,0.15306316316127777,4.5
113,36872486,어린이훈민정음2-1,29,772, 국내도서    어린이    1 2학년    1 2학년 학습    1 2학년 한글 국어 사전    국내도서    어린이    초등학습    한글 국어 사전     초등어휘 ,0.6996734923329847,0.30032650766701535,4.827586206896552
246,85434519,빨강머리앤이5년후나에게:Q&Aaday,15,774, 국내도서    자기계발    성공학 경력관리    국내도서    자기계발    기획 정보 시간관리     빨강머리앤 ,0.8084872523943584,0.1915127476056417,4.866666666666666
101,30114173,백년을살아보니,30,775, 국내도서    인문    인문에세이    인문에세이     국내도서    인문    주제로 읽는 인문학     노년   죽음    국내도서    인문    한국철학    한국철학의 이해 한국철학사    국내도서    미디어 추천    조선일보    국내도서    미디어 추천    동아일보     역주행베스트셀러     일생의기술     철학자의인생론     행복한노년 ,0.794981433947881,0.20501856605211893,4.433333333333334
66,15182767,제로투원,30,776, 국내도서    경제 경영    경영    경영일반    국내도서    한국출판문화산업진흥원 이달의 책    2015년    2015년 3월    국내도서    미디어 추천    중앙일보    국내도서    YES24 올해의 책    2015년 올해의 책 후보도서     저커버그추천 ,0.5679946303367615,0.43200536966323855,4.533333333333333
184,68798451,말센스,30,777, 국내도서    자기계발    화술 협상 회의진행    국내도서    YES24 올해의 책    2019년 올해의 책 후보도서    국내도서    YES24 올해의 책    2019년 올해의 책 선정도서     북클러버의선택     새해결심     올해의책     뭐읽지     유튜브셀러     김미경TV     대화의기술     말의힘     말잘하는법     말투의심리학 ,0.8087741156419118,0.19122588435808818,4.7
242,84936998,정재승의인간탐구보고서2,30,778, 국내도서    어린이    3 4학년    3 4학년 학습    3 4학년 과학 환경    국내도서    어린이    5 6학년    5 6학년 학습    5 6학년 과학 환경    국내도서    어린이    어린이 문학    그림책    국내도서    어린이    초등학습    과학 환경     뇌가내를안다면  ,0.9040634016195933,0.0959365983804067,4.8
537,98485438,재혼황후5,15,780, 국내도서    소설 시 희곡    장르소설    로맨스    국내도서    소설 시 희곡    테마소설    웹소설     봄날엔로맨스 ,0.8279201626777649,0.1720798373222351,4.866666666666666
202,73032112,월급쟁이부자로은퇴하라,30,781, 국내도서    경제 경영    투자 재테크    부동산 경매     월급독립     직장인허언을현실로     텅장채우기     돈좀벌어보자     부동산투자     직장인재테크 ,0.6629165470600128,0.3370834529399872,4.466666666666667
171,66322614,떨림과울림,30,782, 국내도서    자연과학    과학    과학 일반    국내도서    자연과학    물리학    재미있는 물리이야기    국내도서    미디어 추천    조선일보    국내도서    미디어 추천    한겨레    국내도서    미디어 추천    경향신문    국내도서    YES24 올해의 책    2019년 올해의 책 후보도서     과학_물화생지     알쓸범잡      내말이사이언스     발견의기쁨_동네책방     우주     알쓸신잡     교양쌓기 ,0.7053858230511347,0.29461417694886527,4.7
434,97029338,최배근대한민국대전환100년의조건,14,784, 국내도서    경제 경영    경제    각국 경제 경제사 전망    경제전망    국내도서    사회 정치    사회학    사회복지 ,0.7494677858693259,0.2505322141306741,4.428571428571429
408,96376857,2021성피티의생활스포츠지도사2급필기합격공식,6,785, 국내도서    수험서 자격증    국가자격 전문사무    스포츠경영관리사 ,0.7707358698050181,0.2292641301949819,4.5
330,92131536,아는만큼당첨되는청약의기술,30,786, 국내도서    경제 경영    투자 재테크    부동산 경매    국내도서    경제 경영    투자 재테크    재테크일반     돈모으고싶을때     2030     새해결심     청약전략     내집마련 ,0.6177168508370717,0.38228314916292827,4.566666666666666
178,67449477,해커스토익실전1000제Listening2문제집,30,787, 국내도서    국어 외국어 사전    영어    토익 TOEIC    기출문제 모의고사    국내도서    국어 외국어 사전    영어    토익 TOEIC    청해 LC     신유형반영     연습을실전처럼     너만알려줄게고득점비법     최신유형으로실전마무리 ,0.5899674733479817,0.4100325266520182,4.7
546,98797889,범인없는살인의밤,4,788, 국내도서    소설 시 희곡    장르소설    추리 미스터리    국내도서    소설 시 희곡    일본소설    일본 단편소설 ,0.8715902715921402,0.1284097284078598,5.0
597,99024688,2021해커스전산세무2급이론+실기+최신기출,2,789, 국내도서    수험서 자격증    경제 금융 회계 물류    세무 회계 세무사회     전산세무2급 ,0.8796442747116089,0.12035572528839113,5.0
343,92569394,0.1%의비밀,5,790, 국내도서    가정 살림    자녀교육    영재 지능개발    국내도서    가정 살림    자녀교육    좋은부모되기    국내도서    가정 살림    자녀교육    자녀교육일반     부모특강     자녀교육     EBS강연 ,0.8135554313659668,0.1864445686340332,5.0
